InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Revenue,Region,PriceBand,OrderType,CustomerTotal,CustomerOrders,ShareOfCustomerSpend,RevenueZScoreInCountry,CountryMedianRevenue,RevenueTier,IsWeekend,IsRepeatCustomer,QuantityBucket,CustomerValueQuartile,Year,Month,DayName,Hour,Quarter,Revenue_Capped,BasketSize,BasketLines,BasketValue,LogRevenue,RevenueRankInCustomer,IsTopLineForCustomer,RevenuePerUnit
570423,20727,Lunch Bag  Black Skull.,5,2011-10-10 13:38:00,1.65,14451,United Kingdom,8.25,UK,Standard,Normal,662.59,2,0.0125,-0.038,10.2,Low,0,Repeat,3-6,Q1-Low,2011,10,Monday,13,4,8.25,185,57,302.59,2.224623551524334,12,False,1.65
572861,21670,Blue Spot Ceramic Drawer Knob,6,2011-10-26 12:46:00,1.45,14102,United Kingdom,8.7,UK,Standard,Normal,1360.28,5,0.0064,-0.037,10.2,Low,0,Repeat,3-6,Q2,2011,10,Wednesday,12,4,8.7,263,36,421.09999999999997,2.272125885509337,15,False,1.45
576071,23496,Pantry Kitchen Thermometer,1,2011-11-13 16:03:00,1.25,18069,United Kingdom,1.25,UK,Standard,Normal,2036.67,5,0.0006,-0.059,10.2,Low,1,Repeat,1-2,Q2,2011,11,Sunday,16,4,1.25,206,88,254.7,0.8109302162163288,91,False,1.25
577027,POST,Postage,5,2011-11-17 12:56:00,18.0,12647,Germany,90.0,EU,Luxury,Normal,3722.82,12,0.0242,1.824,17.0,Top,0,Repeat,3-6,Q3,2011,11,Thursday,12,4,90.0,132,7,321.15,4.51085950651685,3,False,18.0
552257,23156,Set Of 5 Mini Grocery Magnets,2,2011-05-08 11:08:00,2.08,16923,United Kingdom,4.16,UK,Standard,Normal,7247.61,19,0.0006,-0.051,10.2,Low,1,Repeat,1-2,Q4-High,2011,5,Sunday,11,2,4.16,204,27,386.72,1.6409365794934714,117,False,2.08
576051,22423,Regency Cakestand 3 Tier,6,2011-11-13 14:45:00,12.75,14911,Eire,76.5,EU,Premium,Normal,143825.06,201,0.0005,0.474,17.4,Top,1,Repeat,3-6,Q4-High,2011,11,Sunday,14,4,76.5,945,69,2068.4900000000002,4.350277936359301,86,False,12.75
561430,22809,Set Of 6 T-Lights Santa,6,2011-07-27 11:29:00,2.95,15172,United Kingdom,17.700000000000003,UK,Standard,Normal,1624.05,5,0.0109,-0.009,10.2,Mid,0,Repeat,3-6,Q2,2011,7,Wednesday,11,3,17.700000000000003,358,23,360.54,2.928523523860541,14,False,2.95
575086,21669,Blue Stripe Ceramic Drawer Knob,24,2011-11-08 13:52:00,1.45,16618,United Kingdom,34.8,UK,Standard,Bulk-Cheap,2647.59,5,0.0131,0.043,10.2,Mid,0,Repeat,13-24,Q2,2011,11,Tuesday,13,4,34.8,592,42,1206.3,3.5779478934066544,14,False,1.45
568919,21985,Pack Of 12 Hearts Design Tissues,12,2011-09-29 14:38:00,0.39,12937,United Kingdom,4.68,UK,Budget,Normal,1504.27,4,0.0031,-0.049,10.2,Low,0,Repeat,7-12,Q2,2011,9,Thursday,14,3,4.68,253,32,398.21,1.7369512327330598,39,False,0.39
559898,22831,White Brocante Soap Dish,2,2011-07-13 12:18:00,2.95,16225,United Kingdom,5.9,UK,Standard,Normal,1096.32,5,0.0054,-0.045,10.2,Low,0,Repeat,1-2,Q1-Low,2011,7,Wednesday,12,3,5.9,198,57,353.08,1.9315214116032138,32,False,2.95
556486,22231,Jigsaw Tree With Birdhouse,12,2011-06-12 13:22:00,0.59,17422,United Kingdom,7.08,UK,Budget,Normal,1979.37,6,0.0036,-0.042,10.2,Low,1,Repeat,7-12,Q2,2011,6,Sunday,13,2,7.08,688,32,375.04,2.089391872533004,46,False,0.59
563855,22813,Pack 3 Boxes Bird Pannetone,12,2011-08-19 15:29:00,1.95,14709,United Kingdom,23.4,UK,Standard,Normal,4921.04,13,0.0048,0.009,10.2,Mid,0,Repeat,7-12,Q3,2011,8,Friday,15,3,23.4,282,21,546.9,3.1945831322991562,7,False,1.95
547669,21937,Strawberry   Picnic Bag,1,2011-03-24 13:37:00,2.95,12748,United Kingdom,2.95,UK,Standard,Normal,33719.73,209,0.0001,-0.054,10.2,Low,0,Repeat,1-2,Q4-High,2011,3,Thursday,13,1,2.95,126,28,163.46,1.3737155789130306,321,False,2.95
560244,47566,Party Bunting,3,2011-07-17 12:14:00,4.95,16931,United Kingdom,14.850000000000001,UK,Standard,Normal,4604.22,21,0.0032,-0.018,10.2,Mid,1,Repeat,3-6,Q3,2011,7,Sunday,12,3,14.850000000000001,243,56,268.76,2.76316950032329,14,False,4.95
572865,23196,Vintage Leaf Magnetic Notepad,1,2011-10-26 13:01:00,1.45,17841,United Kingdom,1.45,UK,Standard,Normal,40991.57,124,0.0,-0.059,10.2,Low,0,Repeat,1-2,Q4-High,2011,10,Wednesday,13,4,1.45,164,44,185.11,0.8960880245566356,319,False,1.45
567798,15056N,Edwardian Parasol Natural,6,2011-09-22 12:00:00,5.95,13089,United Kingdom,35.7,UK,Premium,Normal,58825.83,97,0.0006,0.046,10.2,Top,0,Repeat,3-6,Q4-High,2011,9,Thursday,12,3,35.7,331,28,886.63,3.6027767550605247,116,False,5.95
552457,20725,Lunch Bag Red Retrospot,10,2011-05-09 14:40:00,1.65,16477,United Kingdom,16.5,UK,Standard,Normal,2494.46,7,0.0066,-0.013,10.2,Mid,0,Repeat,7-12,Q2,2011,5,Monday,14,2,16.5,217,25,376.3,2.8622008809294686,19,False,1.65
573556,22726,Alarm Clock Bakelike Green,8,2011-10-31 13:51:00,3.75,17675,United Kingdom,30.0,UK,Standard,Normal,20374.28,31,0.0015,0.029,10.2,Mid,0,Repeat,7-12,Q4-High,2011,10,Monday,13,4,30.0,334,25,764.32,3.4339872044851463,59,False,3.75
581168,72800B,4 Purple Flock Dinner Candles,12,2011-12-07 14:52:00,0.79,16779,United Kingdom,9.48,UK,Budget,Normal,10629.720000000001,22,0.0009,-0.034,10.2,Low,0,Repeat,7-12,Q4-High,2011,12,Wednesday,14,4,9.48,154,12,344.66,2.349468678892896,74,False,0.79
546062,16008,Small Folding Scissor(Pointed Edge),72,2011-03-09 10:51:00,0.25,16221,United Kingdom,18.0,UK,Budget,Bulk-Cheap,864.86,3,0.0208,-0.008,10.2,Mid,0,Repeat,25+,Q1-Low,2011,3,Wednesday,10,1,18.0,215,20,148.63,2.9444389791664403,9,False,0.25
575602,23582,Vintage Doily Jumbo Bag Red,2,2011-11-10 12:27:00,2.08,17059,United Kingdom,4.16,UK,Standard,Normal,3095.04,5,0.0013,-0.051,10.2,Low,0,Repeat,1-2,Q3,2011,11,Thursday,12,4,4.16,572,147,844.94,1.6409365794934714,78,False,2.08
574867,22114,Hot Water Bottle Tea And Sympathy,8,2011-11-07 12:39:00,4.25,16817,United Kingdom,34.0,UK,Standard,Normal,1604.75,9,0.0212,0.041,10.2,Mid,0,Repeat,7-12,Q2,2011,11,Monday,12,4,34.0,95,11,207.99,3.5553480614894135,7,False,4.25
559673,20728,Lunch Bag Cars Blue,10,2011-07-11 14:10:00,1.65,13224,United Kingdom,16.5,UK,Standard,Normal,2155.95,2,0.0077,-0.013,10.2,Mid,0,Repeat,7-12,Q2,2011,7,Monday,14,3,16.5,665,42,1212.26,2.8622008809294686,19,False,1.65
550835,82578,Kitchen Metal Sign,2,2011-04-21 10:52:00,0.55,15034,United Kingdom,1.1,UK,Budget,Normal,4308.61,8,0.0003,-0.06,10.2,Low,0,Repeat,1-2,Q3,2011,4,Thursday,10,2,1.1,388,81,791.97,0.7419373447293773,126,False,0.55
552039,15044C,Purple Paper Parasol,6,2011-05-06 08:10:00,2.95,13081,United Kingdom,17.700000000000003,UK,Standard,Normal,28337.38,11,0.0006,-0.009,10.2,Mid,0,Repeat,3-6,Q4-High,2011,5,Friday,8,2,17.700000000000003,3253,176,4655.85,2.928523523860541,112,False,2.95
562348,22899,Children'S Apron Dolly Girl,12,2011-08-04 12:36:00,2.1,17511,United Kingdom,25.200000000000003,UK,Standard,Normal,91062.38,31,0.0003,0.014,10.2,Mid,0,Repeat,7-12,Q4-High,2011,8,Thursday,12,3,25.200000000000003,3005,57,5162.74,3.265759410767051,179,False,2.1
567170,21175,Gin + Tonic Diet Metal Sign,1,2011-09-18 12:40:00,2.55,13566,United Kingdom,2.55,UK,Standard,Normal,874.71,2,0.0029,-0.055,10.2,Low,1,Repeat,1-2,Q1-Low,2011,9,Sunday,12,3,2.55,343,113,585.1800000000001,1.2669476034873244,51,False,2.55
545340,21389,Ivory Hanging Decoration  Bird,12,2011-03-02 08:41:00,0.85,15416,United Kingdom,10.2,UK,Budget,Normal,3984.32,4,0.0026,-0.032,10.2,Low,0,Repeat,7-12,Q3,2011,3,Wednesday,8,1,10.2,786,69,1375.24,2.4159137783010487,70,False,0.85
545695,22722,Set Of 6 Spice Tins Pantry Design,8,2011-03-06 14:15:00,3.95,17050,United Kingdom,31.6,UK,Standard,Normal,3228.84,6,0.0098,0.034,10.2,Mid,1,Repeat,7-12,Q3,2011,3,Sunday,14,1,31.6,352,87,841.37,3.484312288372662,12,False,3.95
573576,82551,Laundry 15C Metal Sign,1,2011-10-31 14:09:00,2.46,14096,United Kingdom,2.46,UK,Standard,Normal,65164.79,17,0.0,-0.056,10.2,Low,0,Repeat,1-2,Q4-High,2011,10,Monday,14,4,2.46,1265,435,4941.71,1.2412685890696329,297,False,2.46
566073,84030E,English Rose Hot Water Bottle,2,2011-09-08 19:58:00,4.25,14562,United Kingdom,8.5,UK,Standard,Normal,5074.77,18,0.0017,-0.037,10.2,Low,0,Repeat,1-2,Q3,2011,9,Thursday,19,3,8.5,94,27,354.53000000000003,2.2512917986064953,71,False,4.25
579098,23301,Gardeners Kneeling Pad Keep Calm,1,2011-11-28 11:18:00,1.65,14606,United Kingdom,1.65,UK,Standard,Normal,12156.65,93,0.0001,-0.058,10.2,Low,0,Repeat,1-2,Q4-High,2011,11,Monday,11,4,1.65,109,55,192.2,0.9745596399981308,179,False,1.65
557975,23209,Lunch Bag Doiley Pattern,20,2011-06-24 10:33:00,1.65,15981,United Kingdom,33.0,UK,Standard,Normal,3408.48,8,0.0097,0.038,10.2,Mid,0,Repeat,13-24,Q3,2011,6,Friday,10,2,33.0,244,15,438.8,3.5263605246161616,8,False,1.65
549047,84751B,Black Medium Glass Cake Stand,2,2011-04-06 10:07:00,0.79,17783,United Kingdom,1.58,UK,Budget,Normal,283.47,2,0.0056,-0.058,10.2,Low,0,Repeat,1-2,Q1-Low,2011,4,Wednesday,10,2,1.58,53,30,112.41,0.9477893989335261,28,False,0.79
568528,23271,Christmas Table Silver Candle Spike,16,2011-09-27 13:32:00,0.83,13979,United Kingdom,13.28,UK,Budget,Normal,869.87,1,0.0153,-0.023,10.2,Mid,0,One-Time,13-24,Q1-Low,2011,9,Tuesday,13,3,13.28,639,54,869.87,2.658859956911438,15,False,0.83
545634,22030,Swallows Greeting Card,12,2011-03-04 12:12:00,0.42,14911,Eire,5.04,EU,Budget,Normal,143825.06,201,0.0,-0.377,17.4,Low,0,Repeat,7-12,Q4-High,2011,3,Friday,12,1,5.04,264,19,308.18,1.7984040119467235,372,False,0.42
564049,20984,12 Pencils Tall Tube Posy,48,2011-08-22 13:30:00,0.29,17585,United Kingdom,13.919999999999998,UK,Budget,Bulk-Cheap,1133.07,4,0.0123,-0.021,10.2,Mid,0,Repeat,25+,Q2,2011,8,Monday,13,3,13.919999999999998,629,79,319.55,2.7027025947756145,14,False,0.29
577160,82583,Hot Baths Metal Sign,12,2011-11-18 10:05:00,2.1,16134,United Kingdom,25.200000000000003,UK,Standard,Normal,618.09,2,0.0408,0.014,10.2,Mid,0,Repeat,7-12,Q1-Low,2011,11,Friday,10,4,25.200000000000003,213,19,334.56,3.265759410767051,4,False,2.1
537126,20724,Red Retrospot Charlotte Bag,3,2010-12-05 12:13:00,0.85,18118,United Kingdom,2.55,UK,Budget,Normal,5653.82,26,0.0005,-0.055,10.2,Low,1,Repeat,3-6,Q3,2010,12,Sunday,12,4,2.55,212,118,475.86,1.2669476034873244,98,False,0.85
557211,22624,Ivory Kitchen Scales,12,2011-06-17 11:49:00,7.65,15513,United Kingdom,91.80000000000001,UK,Premium,Normal,14758.220000000001,19,0.0062,0.218,10.2,Top,0,Repeat,7-12,Q4-High,2011,6,Friday,11,2,91.80000000000001,186,21,1025.3400000000001,4.530446639792155,27,False,7.65
557468,82600,No Singing Metal Sign,1,2011-06-20 13:14:00,2.1,16713,United Kingdom,2.1,UK,Standard,Normal,6923.13,15,0.0003,-0.057,10.2,Low,0,Repeat,1-2,Q4-High,2011,6,Monday,13,2,2.1,396,95,529.67,1.1314021114911006,126,False,2.1
551558,23206,Lunch Bag Apple Design,2,2011-05-03 10:41:00,1.65,17841,United Kingdom,3.3,UK,Standard,Normal,40991.57,124,0.0001,-0.053,10.2,Low,0,Repeat,1-2,Q4-High,2011,5,Tuesday,10,2,3.3,152,81,327.71,1.4586150226995167,273,False,1.65
580136,23264,Set Of 3 Wooden Sleigh Decorations,12,2011-12-01 19:42:00,1.25,17841,United Kingdom,15.0,UK,Standard,Normal,40991.57,124,0.0004,-0.017,10.2,Mid,0,Repeat,7-12,Q4-High,2011,12,Thursday,19,4,15.0,336,125,633.38,2.772588722239781,116,False,1.25
551143,22320,Birds Mobile Vintage Design,3,2011-04-26 13:25:00,5.95,13092,United Kingdom,17.85,UK,Premium,Normal,477.83,5,0.0374,-0.009,10.2,Mid,0,Repeat,3-6,Q1-Low,2011,4,Tuesday,13,2,17.85,26,6,103.3,2.93651291389402,9,False,5.95
567134,20712,Jumbo Bag Woodland Animals,10,2011-09-16 14:20:00,2.08,12600,Germany,20.8,EU,Standard,Normal,2599.04,10,0.008,-0.127,17.0,Mid,0,Repeat,7-12,Q2,2011,9,Friday,14,3,20.8,69,6,282.90000000000003,3.0819099697950434,14,False,2.08
569148,22113,Grey Heart Hot Water Bottle,4,2011-09-30 15:52:00,4.25,16613,United Kingdom,17.0,UK,Standard,Normal,618.59,1,0.0275,-0.011,10.2,Mid,0,One-Time,3-6,Q1-Low,2011,9,Friday,15,3,17.0,293,30,618.59,2.8903717578961645,13,False,4.25
560921,23275,Set Of 3 Hanging Owls Ollie Beak,12,2011-07-21 19:17:00,1.25,16224,United Kingdom,15.0,UK,Standard,Normal,1295.3,4,0.0116,-0.017,10.2,Mid,0,Repeat,7-12,Q2,2011,7,Thursday,19,3,15.0,313,22,322.67,2.772588722239781,19,False,1.25
575607,22414,Doormat Neighbourhood Witch,1,2011-11-10 12:37:00,15.79,14096,United Kingdom,15.79,UK,Luxury,Single-Premium,65164.79,17,0.0002,-0.015,10.2,Mid,0,Repeat,1-2,Q4-High,2011,11,Thursday,12,4,15.79,1014,377,4358.0,2.8207834710894493,201,False,15.79
547074,84527,Flames Sunglasses Pink Lenses,12,2011-03-20 14:35:00,1.95,13102,United Kingdom,23.4,UK,Standard,Normal,6424.09,24,0.0036,0.009,10.2,Mid,1,Repeat,7-12,Q4-High,2011,3,Sunday,14,1,23.4,118,11,176.34,3.1945831322991562,28,False,1.95
543371,21864,Union Jack Flag Passport Cover,4,2011-02-07 14:53:00,2.1,14048,United Kingdom,8.4,UK,Standard,Normal,409.93,1,0.0205,-0.037,10.2,Low,0,One-Time,3-6,Q1-Low,2011,2,Monday,14,1,8.4,288,85,409.93,2.2407096892759584,8,False,2.1
570446,22326,Round Snack Boxes Set Of4 Woodland,12,2011-10-10 14:49:00,2.95,12431,Belgium,35.400000000000006,EU,Standard,Normal,6487.45,15,0.0055,0.992,16.6,Top,0,Repeat,7-12,Q4-High,2011,10,Monday,14,4,35.400000000000006,196,17,332.68,3.594568774642695,21,False,2.95
564372,22383,Lunch Bag Suki Design,10,2011-08-25 09:55:00,1.65,12714,France,16.5,EU,Standard,Normal,4708.86,5,0.0035,-0.115,16.6,Mid,0,Repeat,7-12,Q3,2011,8,Thursday,9,3,16.5,790,69,1114.52,2.8622008809294686,40,False,1.65
550621,22907,Pack Of 20 Napkins Pantry Design,4,2011-04-19 13:41:00,0.85,13263,United Kingdom,3.4,UK,Budget,Normal,7454.07,35,0.0005,-0.053,10.2,Low,0,Repeat,3-6,Q4-High,2011,4,Tuesday,13,2,3.4,105,47,171.01,1.4816045409242156,110,False,0.85
574836,22622,Box Of Vintage Alphabet Blocks,2,2011-11-07 11:32:00,11.95,17623,United Kingdom,23.9,UK,Premium,Normal,527.0500000000001,1,0.0453,0.01,10.2,Mid,0,One-Time,1-2,Q1-Low,2011,11,Monday,11,4,23.9,265,33,527.0500000000001,3.214867803470662,3,False,11.95
580880,22752,Set 7 Babushka Nesting Boxes,24,2011-12-06 12:19:00,3.95,14121,United Kingdom,94.80000000000001,UK,Standard,Normal,2780.15,4,0.0341,0.227,10.2,Top,0,Repeat,13-24,Q3,2011,12,Tuesday,12,4,94.80000000000001,694,39,771.16,4.562262684976815,1,True,3.95
576514,85123A,White Hanging Heart T-Light Holder,6,2011-11-15 12:13:00,2.95,13950,United Kingdom,17.700000000000003,UK,Standard,Normal,745.06,4,0.0238,-0.009,10.2,Mid,0,Repeat,3-6,Q1-Low,2011,11,Tuesday,12,4,17.700000000000003,52,8,140.94,2.928523523860541,10,False,2.95
552121,21498,Red Retrospot Wrap,25,2011-05-06 11:40:00,0.42,15757,United Kingdom,10.5,UK,Budget,Bulk-Cheap,714.42,2,0.0147,-0.031,10.2,Low,0,Repeat,25+,Q1-Low,2011,5,Friday,11,2,10.5,167,16,261.36,2.4423470353692043,18,False,0.42
549128,22170,Picture Frame Wood Triple Portrait,2,2011-04-06 14:25:00,6.75,16713,United Kingdom,13.5,UK,Premium,Normal,6923.13,15,0.0019,-0.022,10.2,Mid,0,Repeat,1-2,Q4-High,2011,4,Wednesday,14,2,13.5,167,46,305.26,2.6741486494265287,61,False,6.75
565807,22896,Peg Bag Apples Design,6,2011-09-07 10:55:00,2.55,14334,United Kingdom,15.299999999999999,UK,Standard,Normal,2552.21,8,0.006,-0.016,10.2,Mid,0,Repeat,3-6,Q2,2011,9,Wednesday,10,3,15.299999999999999,170,20,315.2,2.7911651078127164,16,False,2.55
578516,21819,Glitter Christmas Star,36,2011-11-24 13:53:00,0.39,14591,United Kingdom,14.040000000000001,UK,Budget,Bulk-Cheap,1447.14,4,0.0097,-0.02,10.2,Mid,0,Repeat,25+,Q2,2011,11,Thursday,13,4,14.040000000000001,796,38,619.84,2.7107133185216936,19,False,0.39
576665,84032B,Charlie + Lola Red Hot Water Bottle,3,2011-11-16 11:46:00,2.95,17841,United Kingdom,8.850000000000001,UK,Standard,Normal,40991.57,124,0.0002,-0.036,10.2,Low,0,Repeat,3-6,Q4-High,2011,11,Wednesday,11,4,8.850000000000001,460,145,890.19,2.2874714551839976,178,False,2.95
560098,23194,Gymkhana Treasure Book Box,1,2011-07-14 17:44:00,2.25,16907,United Kingdom,2.25,UK,Standard,Normal,981.65,5,0.0023,-0.056,10.2,Low,0,Repeat,1-2,Q1-Low,2011,7,Thursday,17,3,2.25,50,20,127.88,1.1786549963416462,44,False,2.25
568480,23267,Set Of 4 Santa Place Settings,12,2011-09-27 11:52:00,1.25,17490,United Kingdom,15.0,UK,Standard,Normal,2092.32,7,0.0072,-0.017,10.2,Mid,0,Repeat,7-12,Q2,2011,9,Tuesday,11,3,15.0,118,14,396.2,2.772588722239781,27,False,1.25
539106,22625,Red Kitchen Scales,12,2010-12-16 10:51:00,7.65,16705,United Kingdom,91.80000000000001,UK,Premium,Normal,14034.99,20,0.0065,0.218,10.2,Top,0,Repeat,7-12,Q4-High,2010,12,Thursday,10,4,91.80000000000001,632,12,920.52,4.530446639792155,16,False,7.65
560732,22853,Cat Bowl Vintage Cream,2,2011-07-20 14:55:00,3.25,14056,United Kingdom,6.5,UK,Standard,Normal,8214.65,23,0.0008,-0.043,10.2,Low,0,Repeat,1-2,Q4-High,2011,7,Wednesday,14,3,6.5,196,51,341.03,2.0149030205422647,90,False,3.25
576645,22228,Bunny Wooden Painted With Bird,12,2011-11-16 10:14:00,0.39,16245,United Kingdom,4.68,UK,Budget,Normal,1413.66,3,0.0033,-0.049,10.2,Low,0,Repeat,7-12,Q2,2011,11,Wednesday,10,4,4.68,584,39,643.96,1.7369512327330598,37,False,0.39
576587,21731,Red Toadstool Led Night Light,6,2011-11-15 14:23:00,1.65,18123,United Kingdom,9.899999999999999,UK,Standard,Normal,589.4399999999999,2,0.0168,-0.033,10.2,Low,0,Repeat,3-6,Q1-Low,2011,11,Tuesday,14,4,9.899999999999999,202,21,265.96,2.388762789235098,11,False,1.65
574311,22186,Red Star Card Holder,6,2011-11-03 16:56:00,1.95,15640,United Kingdom,11.7,UK,Standard,Normal,12515.66,15,0.0009,-0.027,10.2,Low,0,Repeat,3-6,Q4-High,2011,11,Thursday,16,4,11.7,472,46,998.72,2.5416019934645457,83,False,1.95
553660,84924A,Wake Up Cockerel Calendar Sign,4,2011-05-18 11:58:00,3.75,14620,United Kingdom,15.0,UK,Standard,Normal,412.78000000000003,2,0.0363,-0.017,10.2,Mid,0,Repeat,3-6,Q1-Low,2011,5,Wednesday,11,2,15.0,141,11,177.43,2.772588722239781,11,False,3.75
560562,23118,Parisienne Jewellery Drawer,2,2011-07-19 13:34:00,7.5,15713,United Kingdom,15.0,UK,Premium,Normal,356.7,2,0.0421,-0.017,10.2,Mid,0,Repeat,1-2,Q1-Low,2011,7,Tuesday,13,3,15.0,91,10,185.55,2.772588722239781,11,False,7.5
557743,21313,Glass Heart T-Light Holder,12,2011-06-22 11:59:00,0.85,18155,United Kingdom,10.2,UK,Budget,Normal,371.62,3,0.0274,-0.032,10.2,Low,0,Repeat,7-12,Q1-Low,2011,6,Wednesday,11,2,10.2,105,11,152.63,2.4159137783010487,9,False,0.85
562574,22470,Heart Of Wicker Large,4,2011-08-07 12:42:00,2.95,14903,United Kingdom,11.8,UK,Standard,Normal,2810.63,5,0.0042,-0.027,10.2,Mid,1,Repeat,3-6,Q3,2011,8,Sunday,12,3,11.8,410,87,611.59,2.5494451709255714,36,False,2.95
573380,84347,Rotating Silver Angels T-Light Hldr,3,2011-10-30 14:04:00,2.55,14572,United Kingdom,7.6499999999999995,UK,Standard,Normal,2832.84,7,0.0027,-0.04,10.2,Low,1,Repeat,3-6,Q3,2011,10,Sunday,14,4,7.6499999999999995,223,52,608.35,2.157559320943788,60,False,2.55
562204,22780,Light Garland Butterfiles Pink,1,2011-08-03 12:54:00,4.25,16324,United Kingdom,4.25,UK,Standard,Normal,428.68,3,0.0099,-0.05,10.2,Low,0,Repeat,1-2,Q1-Low,2011,8,Wednesday,12,3,4.25,184,66,258.17,1.6582280766035324,22,False,4.25
538171,21882,Skulls Tape,5,2010-12-09 20:01:00,0.65,17530,United Kingdom,3.25,UK,Budget,Normal,2385.0,10,0.0014,-0.053,10.2,Low,0,Repeat,3-6,Q2,2010,12,Thursday,20,4,3.25,194,65,300.64,1.4469189829363254,84,False,0.65
539761,20704,Mr Robot Soft Toy,8,2010-12-22 10:29:00,1.95,17593,United Kingdom,15.6,UK,Standard,Normal,3927.34,5,0.004,-0.015,10.2,Mid,0,Repeat,7-12,Q3,2010,12,Wednesday,10,4,15.6,374,26,662.9,2.8094026953624978,46,False,1.95
543370,22917,Herb Marker Rosemary,12,2011-02-07 14:51:00,0.65,12359,Cyprus,7.800000000000001,EU,Budget,Normal,6372.58,4,0.0012,-0.481,16.5,Low,0,Repeat,7-12,Q4-High,2011,2,Monday,14,1,7.800000000000001,465,80,1838.9099999999999,2.174751721484161,78,False,0.65
580615,21917,Set 12 Kids  White Chalk Sticks,24,2011-12-05 12:05:00,0.42,16873,United Kingdom,10.08,UK,Budget,Bulk-Cheap,7123.62,6,0.0014,-0.032,10.2,Low,0,Repeat,13-24,Q4-High,2011,12,Monday,12,4,10.08,1005,78,1854.83,2.405141681319138,79,False,0.42
569672,22357,Kings Choice Biscuit Tin,1,2011-10-05 13:58:00,4.25,17841,United Kingdom,4.25,UK,Standard,Normal,40991.57,124,0.0001,-0.05,10.2,Low,0,Repeat,1-2,Q4-High,2011,10,Wednesday,13,4,4.25,229,64,354.13,1.6582280766035324,251,False,4.25
570455,22666,Recipe Box Pantry Yellow Design,1,2011-10-10 15:27:00,2.95,14529,United Kingdom,2.95,UK,Standard,Normal,620.04,3,0.0048,-0.054,10.2,Low,0,Repeat,1-2,Q1-Low,2011,10,Monday,15,4,2.95,152,99,261.62,1.3737155789130306,26,False,2.95
547886,84077,World War 2 Gliders Asstd Designs,48,2011-03-28 09:21:00,0.29,13652,United Kingdom,13.919999999999998,UK,Budget,Bulk-Cheap,1095.08,3,0.0127,-0.021,10.2,Mid,0,Repeat,25+,Q1-Low,2011,3,Monday,9,1,13.919999999999998,178,20,329.44,2.7027025947756145,21,False,0.29
537372,21818,Glitter Christmas Heart,4,2010-12-06 12:52:00,0.85,16919,United Kingdom,3.4,UK,Budget,Normal,2596.45,11,0.0013,-0.053,10.2,Low,0,Repeat,3-6,Q2,2010,12,Monday,12,4,3.4,73,22,198.35,1.4816045409242156,57,False,0.85
572858,21175,Gin + Tonic Diet Metal Sign,2,2011-10-26 12:36:00,2.55,13571,United Kingdom,5.1,UK,Standard,Normal,2092.32,12,0.0024,-0.048,10.2,Low,0,Repeat,1-2,Q2,2011,10,Wednesday,12,4,5.1,144,31,136.63,1.8082887711792655,50,False,2.55
556491,23103,Jingle Bell Heart Decoration,6,2011-06-12 14:15:00,1.65,16794,United Kingdom,9.899999999999999,UK,Standard,Normal,1222.71,10,0.0081,-0.033,10.2,Low,1,Repeat,3-6,Q2,2011,6,Sunday,14,2,9.899999999999999,260,57,274.74,2.388762789235098,18,False,1.65
577077,21828,Eight Piece Snake  Set,5,2011-11-17 15:16:00,1.25,17799,United Kingdom,6.25,UK,Standard,Normal,3055.93,10,0.002,-0.044,10.2,Low,0,Repeat,3-6,Q3,2011,11,Thursday,15,4,6.25,409,65,524.18,1.9810014688665833,68,False,1.25
578068,23138,Single Wire Hook Ivory Heart,2,2011-11-22 15:45:00,1.45,14505,United Kingdom,2.9,UK,Standard,Normal,5905.64,8,0.0005,-0.054,10.2,Low,0,Repeat,1-2,Q3,2011,11,Tuesday,15,4,2.9,329,119,695.19,1.3609765531356006,142,False,1.45
564821,23293,Set Of 12 Fairy Cake Baking Cases,1,2011-08-30 12:16:00,0.83,14078,United Kingdom,0.83,UK,Budget,Normal,1049.37,6,0.0008,-0.061,10.2,Low,0,Repeat,1-2,Q1-Low,2011,8,Tuesday,12,3,0.83,73,13,221.46,0.6043159668533294,42,False,0.83
563555,22628,Picnic Boxes Set Of 3 Retrospot,2,2011-08-17 13:21:00,4.95,16755,United Kingdom,9.9,UK,Standard,Normal,1496.83,3,0.0066,-0.033,10.2,Low,0,Repeat,1-2,Q2,2011,8,Wednesday,13,3,9.9,380,87,588.36,2.388762789235098,35,False,4.95
538826,22784,Lantern Cream Gazebo,9,2010-12-14 12:58:00,4.95,12370,Cyprus,44.550000000000004,EU,Standard,Normal,3545.69,4,0.0126,0.753,16.5,Top,0,Repeat,7-12,Q3,2010,12,Tuesday,12,4,44.550000000000004,917,83,1590.82,3.8188106237059674,14,False,4.95
562087,21985,Pack Of 12 Hearts Design Tissues,4,2011-08-02 12:31:00,0.29,14606,United Kingdom,1.16,UK,Budget,Normal,12156.65,93,0.0001,-0.06,10.2,Low,0,Repeat,3-6,Q4-High,2011,8,Tuesday,12,3,1.16,66,30,124.11,0.7701082216960736,188,False,0.29
